user_id,persona,age,gender,sleep_avg_hours,screen_time_hours,work_study_hours,wellness_points,primary_stressors,stress_score
usr_06022,Working Woman,37,Female,4.4,2.9,8.6,92,"Career-Home Balance, Imposter Syndrome, Sleep Deprivation, Financial Pressure, Invisible Load",0.693
usr_06023,Corporate,22,Male,5.7,6.6,11.3,56,"Meeting Fatigue, Manager Toxicity, Time Management, Sedentary Lifestyle",0.601
usr_06024,Working Woman,31,Female,8.7,4.4,7.2,54,"Career-Home Balance, Imposter Syndrome, Sleep Deprivation, Invisible Load, Relationship Friction",0.707
usr_06025,Working Woman,44,Female,4.8,3.8,8.4,2,"Financial Pressure, Relationship Friction, Burnout, Sleep Deprivation, Invisible Load",0.901
usr_06026,Parent,38,Female,6.0,3.7,7.6,4,"Teen Disconnect, Financial Pressure, Chronic Illness, Time Management",0.572
usr_06027,Working Woman,28,Female,3.6,4.2,5.5,88,"Invisible Load, Career-Home Balance, Relationship Friction, Burnout",0.823
usr_06028,Exam Warrior,16,Male,7.3,2.5,11.4,38,"Exam Anxiety, Sleep Deprivation, Burnout, Academic Overload",0.81
usr_06029,Working Woman,25,Female,5.4,3.4,10.2,58,"Career-Home Balance, Financial Pressure, Sleep Deprivation, Relationship Friction, Imposter Syndrome",0.766
usr_06030,Corporate,47,Female,5.8,5.3,8.0,58,"Sedentary Lifestyle, Clinical Anxiety, Time Management, Manager Toxicity, Meeting Fatigue",0.638
usr_06031,Teen,13,Non-binary,7.6,6.3,6.8,88,"Peer Pressure, Depressive Mood, Social Media, Fear of Failure, Time Management",0.515
usr_06032,Parent,41,Female,5.1,3.3,7.6,94,"Chronic Illness, Career-Home Balance, Relationship Friction, Financial Pressure, Time Management",0.689
usr_06033,Corporate,53,Female,7.5,5.9,13.3,46,"Time Management, Financial Pressure, Sedentary Lifestyle, Clinical Anxiety",0.764
usr_06034,Parent,33,Female,6.5,1.9,6.3,46,"Career-Home Balance, Teen Disconnect, Relationship Friction, Time Management, Chronic Illness",0.645
usr_06035,Working Woman,39,Female,4.7,5.1,11.1,37,"Relationship Friction, Career-Home Balance, Financial Pressure, Invisible Load",0.829
usr_06036,Teen,13,Male,6.2,8.1,5.5,57,"Social Media, Dietary Neglect, Fear of Failure, Depressive Mood, Time Management",0.531
usr_06037,Corporate,32,Male,6.1,3.2,7.5,34,"Manager Toxicity, Sedentary Lifestyle, Time Management, Meeting Fatigue",0.523
usr_06038,Teen,13,Male,7.9,8.5,5.9,92,"Depressive Mood, Social Media, Peer Pressure, Dietary Neglect, Academic Overload",0.577
usr_06039,Corporate,55,Female,6.7,5.8,10.7,94,"Financial Pressure, Clinical Anxiety, Burnout, Sedentary Lifestyle",0.645
usr_06040,Exam Warrior,17,Male,5.9,2.7,12.6,58,"Burnout, Time Management, Imposter Syndrome, Sleep Deprivation, Exam Anxiety",0.889
usr_06041,Parent,44,Male,6.9,4.3,6.3,28,"Career-Home Balance, Chronic Illness, Relationship Friction, Financial Pressure, Invisible Load",0.785
usr_06042,Teen,16,Male,7.7,6.5,5.5,40,"Social Media, Fear of Failure, Academic Overload, Time Management",0.447
usr_06043,Exam Warrior,20,Male,5.6,2.7,10.8,79,"Time Management, Academic Overload, Burnout, Exam Anxiety",0.749
usr_06044,Teen,17,Female,6.4,7.2,5.0,15,"Fear of Failure, Peer Pressure, Academic Overload, Time Management",0.57
usr_06045,Teen,15,Female,8.3,6.2,4.0,63,"Fear of Failure, Peer Pressure, Social Media, Depressive Mood, Dietary Neglect",0.555
usr_06046,Exam Warrior,18,Female,5.8,3.3,11.3,29,"Exam Anxiety, Academic Overload, Sleep Deprivation, Burnout, Fear of Failure",0.982
usr_06047,Working Woman,27,Female,6.4,3.6,9.5,83,"Career-Home Balance, Invisible Load, Financial Pressure, Imposter Syndrome",0.531
usr_06048,Corporate,23,Male,5.7,5.0,11.4,3,"Manager Toxicity, Clinical Anxiety, Sedentary Lifestyle, Financial Pressure, Time Management",0.873
usr_06049,Corporate,46,Male,5.9,2.5,8.6,25,"Time Management, Burnout, Financial Pressure, Meeting Fatigue",0.635
usr_06050,Corporate,58,Male,5.4,7.5,9.0,3,"Time Management, Sedentary Lifestyle, Manager Toxicity, Financial Pressure, Burnout",0.817
usr_06051,Parent,32,Male,7.8,2.7,8.1,54,"Relationship Friction, Teen Disconnect, Career-Home Balance, Chronic Illness, Invisible Load",0.703
usr_06052,Working Woman,32,Female,6.8,3.9,6.5,21,"Financial Pressure, Sleep Deprivation, Burnout, Invisible Load",0.694
usr_06053,Exam Warrior,18,Female,5.0,3.7,12.2,83,"Burnout, Exam Anxiety, Imposter Syndrome, Academic Overload",0.971
usr_06054,Working Woman,22,Female,4.8,3.6,7.9,30,"Financial Pressure, Burnout, Career-Home Balance, Invisible Load, Imposter Syndrome",0.884
usr_06055,Parent,45,Male,6.1,2.2,11.0,57,"Career-Home Balance, Teen Disconnect, Chronic Illness, Financial Pressure",0.649
usr_06056,Parent,47,Male,7.1,3.3,8.9,79,"Teen Disconnect, Chronic Illness, Financial Pressure, Career-Home Balance",0.564
usr_06057,Teen,16,Female,5.2,10.0,4.5,98,"Peer Pressure, Dietary Neglect, Depressive Mood, Academic Overload",0.559
usr_06058,Working Woman,42,Female,5.6,4.0,7.0,27,"Relationship Friction, Imposter Syndrome, Financial Pressure, Career-Home Balance",0.645
usr_06059,Teen,14,Male,8.6,8.2,5.5,66,"Time Management, Fear of Failure, Dietary Neglect, Peer Pressure, Depressive Mood",0.568
usr_06060,Parent,41,Male,6.1,4.3,6.3,79,"Career-Home Balance, Chronic Illness, Invisible Load, Time Management",0.502
usr_06061,Corporate,42,Male,6.6,4.0,8.2,93,"Burnout, Time Management, Manager Toxicity, Financial Pressure",0.507
usr_06062,Parent,44,Male,6.1,1.7,5.8,48,"Career-Home Balance, Chronic Illness, Financial Pressure, Teen Disconnect",0.622
usr_06063,Teen,18,Female,6.7,8.2,4.8,28,"Fear of Failure, Academic Overload, Dietary Neglect, Social Media, Peer Pressure",0.608
usr_06064,Exam Warrior,21,Male,6.0,4.2,11.2,44,"Burnout, Sleep Deprivation, Academic Overload, Fear of Failure",0.771
usr_06065,Exam Warrior,20,Male,5.3,2.7,13.2,30,"Fear of Failure, Academic Overload, Time Management, Burnout, Imposter Syndrome",1.0
usr_06066,Teen,17,Female,7.9,7.0,6.0,51,"Time Management, Dietary Neglect, Peer Pressure, Social Media",0.374
usr_06067,Corporate,45,Non-binary,4.8,8.3,13.0,53,"Meeting Fatigue, Financial Pressure, Sedentary Lifestyle, Time Management",0.726
usr_06068,Working Woman,39,Female,4.2,2.0,9.6,88,"Career-Home Balance, Sleep Deprivation, Burnout, Financial Pressure, Relationship Friction",0.934
usr_06069,Exam Warrior,20,Male,6.2,1.8,9.9,36,"Time Management, Burnout, Imposter Syndrome, Fear of Failure",0.71
usr_06070,Parent,44,Female,6.3,2.1,8.2,23,"Financial Pressure, Time Management, Career-Home Balance, Chronic Illness, Relationship Friction",0.715
usr_06071,Working Woman,23,Female,5.4,3.9,6.6,54,"Financial Pressure, Burnout, Career-Home Balance, Sleep Deprivation, Relationship Friction",0.808
usr_06072,Teen,13,Non-binary,8.0,5.6,5.3,69,"Social Media, Fear of Failure, Academic Overload, Depressive Mood, Dietary Neglect",0.593
usr_06073,Working Woman,30,Female,5.7,3.3,7.2,47,"Relationship Friction, Career-Home Balance, Financial Pressure, Invisible Load",0.677
usr_06074,Working Woman,27,Female,6.2,3.8,11.5,26,"Imposter Syndrome, Financial Pressure, Invisible Load, Relationship Friction",0.692
usr_06075,Exam Warrior,19,Male,6.4,3.6,14.0,42,"Burnout, Academic Overload, Sleep Deprivation, Imposter Syndrome",0.883
usr_06076,Teen,16,Male,6.9,3.8,3.1,85,"Depressive Mood, Social Media, Dietary Neglect, Fear of Failure",0.496
usr_06077,Exam Warrior,20,Female,6.2,2.9,10.8,1,"Sleep Deprivation, Exam Anxiety, Academic Overload, Burnout",0.862
usr_06078,Parent,44,Female,6.8,4.3,6.2,47,"Financial Pressure, Relationship Friction, Time Management, Invisible Load, Chronic Illness",0.668
usr_06079,Exam Warrior,15,Male,6.7,2.2,10.6,20,"Academic Overload, Time Management, Fear of Failure, Sleep Deprivation",0.717
usr_06080,Working Woman,44,Female,5.4,4.6,9.3,59,"Imposter Syndrome, Financial Pressure, Career-Home Balance, Invisible Load, Burnout",0.769
usr_06081,Teen,15,Male,7.2,6.9,5.8,86,"Dietary Neglect, Time Management, Peer Pressure, Social Media, Fear of Failure",0.473
usr_06082,Parent,49,Female,7.6,0.0,7.5,37,"Time Management, Career-Home Balance, Teen Disconnect, Chronic Illness",0.521
usr_06083,Corporate,27,Male,7.4,4.0,8.6,3,"Manager Toxicity, Time Management, Clinical Anxiety, Burnout, Meeting Fatigue",0.755
usr_06084,Parent,34,Female,5.6,3.2,7.4,17,"Invisible Load, Relationship Friction, Financial Pressure, Chronic Illness",0.704
usr_06085,Teen,15,Female,4.7,7.0,6.0,7,"Fear of Failure, Social Media, Dietary Neglect, Academic Overload, Peer Pressure",0.646
usr_06086,Working Woman,43,Female,6.2,3.7,8.7,16,"Financial Pressure, Invisible Load, Sleep Deprivation, Relationship Friction, Imposter Syndrome",0.73
usr_06087,Teen,17,Female,5.9,4.3,6.1,31,"Peer Pressure, Time Management, Dietary Neglect, Depressive Mood, Academic Overload",0.568
usr_06088,Corporate,39,Male,5.5,4.2,8.5,62,"Time Management, Meeting Fatigue, Manager Toxicity, Sedentary Lifestyle, Financial Pressure",0.592
usr_06089,Corporate,30,Male,6.6,5.2,10.0,57,"Clinical Anxiety, Financial Pressure, Meeting Fatigue, Time Management",0.563
usr_06090,Parent,48,Female,6.5,2.8,11.0,67,"Time Management, Relationship Friction, Invisible Load, Teen Disconnect, Financial Pressure",0.666
usr_06091,Working Woman,42,Female,7.3,5.2,8.1,72,"Relationship Friction, Financial Pressure, Invisible Load, Career-Home Balance",0.533
usr_06092,Teen,15,Male,6.0,8.2,4.1,74,"Academic Overload, Peer Pressure, Fear of Failure, Dietary Neglect",0.421
usr_06093,Parent,44,Female,6.5,3.7,6.6,60,"Relationship Friction, Career-Home Balance, Teen Disconnect, Chronic Illness",0.664
usr_06094,Exam Warrior,15,Female,5.3,2.7,11.7,3,"Fear of Failure, Sleep Deprivation, Imposter Syndrome, Exam Anxiety",0.894
usr_06095,Corporate,31,Male,4.6,2.7,10.9,71,"Financial Pressure, Clinical Anxiety, Burnout, Time Management",0.785
usr_06096,Working Woman,44,Female,7.2,6.0,8.7,40,"Relationship Friction, Burnout, Sleep Deprivation, Invisible Load, Imposter Syndrome",0.741
usr_06097,Teen,13,Female,7.1,8.3,4.6,6,"Fear of Failure, Peer Pressure, Academic Overload, Time Management, Social Media",0.66
usr_06098,Exam Warrior,21,Male,5.0,3.1,13.2,26,"Burnout, Time Management, Exam Anxiety, Imposter Syndrome, Sleep Deprivation",1.0
usr_06099,Exam Warrior,20,Female,5.6,5.1,12.0,50,"Exam Anxiety, Academic Overload, Sleep Deprivation, Imposter Syndrome",0.799
usr_06100,Teen,13,Female,6.2,5.1,5.4,67,"Depressive Mood, Dietary Neglect, Social Media, Academic Overload",0.446
usr_06101,Exam Warrior,16,Female,5.3,3.6,10.6,70,"Burnout, Time Management, Sleep Deprivation, Fear of Failure, Imposter Syndrome",0.82
usr_06102,Working Woman,42,Female,7.3,2.9,8.5,30,"Imposter Syndrome, Career-Home Balance, Financial Pressure, Burnout",0.744
usr_06103,Teen,15,Female,6.1,7.9,4.2,61,"Fear of Failure, Dietary Neglect, Peer Pressure, Time Management",0.453
usr_06104,Exam Warrior,21,Male,6.6,4.0,11.6,73,"Fear of Failure, Sleep Deprivation, Academic Overload, Time Management, Imposter Syndrome",0.79
usr_06105,Exam Warrior,16,Female,6.1,3.8,13.3,46,"Fear of Failure, Time Management, Sleep Deprivation, Exam Anxiety, Academic Overload",0.951
usr_06106,Exam Warrior,15,Male,4.5,3.5,10.4,36,"Exam Anxiety, Academic Overload, Fear of Failure, Burnout",0.966
usr_06107,Exam Warrior,21,Male,6.8,3.5,8.6,34,"Fear of Failure, Imposter Syndrome, Time Management, Exam Anxiety, Academic Overload",0.795
usr_06108,Parent,42,Male,5.3,3.9,5.7,82,"Relationship Friction, Career-Home Balance, Teen Disconnect, Financial Pressure",0.623
usr_06109,Parent,32,Female,6.9,3.2,6.8,57,"Career-Home Balance, Relationship Friction, Invisible Load, Teen Disconnect",0.553
usr_06110,Exam Warrior,21,Male,5.3,4.7,11.5,92,"Fear of Failure, Imposter Syndrome, Academic Overload, Time Management, Exam Anxiety",0.865
usr_06111,Parent,54,Female,7.0,4.2,8.9,53,"Financial Pressure, Career-Home Balance, Teen Disconnect, Time Management",0.527
usr_06112,Exam Warrior,18,Male,5.3,4.4,13.6,70,"Academic Overload, Exam Anxiety, Fear of Failure, Sleep Deprivation",0.929
usr_06113,Teen,15,Female,5.7,8.1,6.4,55,"Fear of Failure, Social Media, Depressive Mood, Academic Overload",0.632
usr_06114,Exam Warrior,15,Male,5.8,3.5,11.9,43,"Burnout, Time Management, Imposter Syndrome, Academic Overload",0.777
usr_06115,Parent,32,Female,6.4,3.6,8.2,82,"Invisible Load, Chronic Illness, Career-Home Balance, Teen Disconnect",0.561
usr_06116,Corporate,58,Male,5.7,5.5,9.8,60,"Manager Toxicity, Clinical Anxiety, Meeting Fatigue, Sedentary Lifestyle, Financial Pressure",0.694
usr_06117,Teen,18,Female,8.0,4.1,2.9,22,"Social Media, Dietary Neglect, Time Management, Peer Pressure, Academic Overload",0.427
usr_06118,Exam Warrior,17,Female,4.8,3.6,12.3,50,"Time Management, Exam Anxiety, Fear of Failure, Burnout, Imposter Syndrome",0.956
usr_06119,Teen,18,Female,4.2,4.7,5.6,7,"Academic Overload, Time Management, Social Media, Depressive Mood",0.739
usr_06120,Parent,40,Male,6.7,3.5,6.3,1,"Invisible Load, Time Management, Career-Home Balance, Teen Disconnect",0.506
usr_06121,Working Woman,28,Female,5.7,2.7,6.9,35,"Sleep Deprivation, Relationship Friction, Career-Home Balance, Imposter Syndrome, Burnout",0.783
usr_06122,Parent,49,Female,6.5,0.9,4.2,16,"Invisible Load, Teen Disconnect, Chronic Illness, Relationship Friction, Time Management",0.66
usr_06123,Teen,13,Male,7.0,10.3,5.9,20,"Depressive Mood, Academic Overload, Fear of Failure, Time Management, Peer Pressure",0.736
usr_06124,Working Woman,24,Female,4.9,4.2,10.1,20,"Burnout, Relationship Friction, Career-Home Balance, Financial Pressure",0.831
usr_06125,Teen,15,Male,6.9,3.8,3.1,20,"Fear of Failure, Academic Overload, Peer Pressure, Social Media",0.512
usr_06126,Teen,13,Female,3.9,7.9,5.6,37,"Social Media, Depressive Mood, Academic Overload, Peer Pressure, Dietary Neglect",0.792
usr_06127,Corporate,59,Female,6.2,4.6,9.9,29,"Financial Pressure, Time Management, Manager Toxicity, Meeting Fatigue, Burnout",0.731
usr_06128,Corporate,25,Male,4.9,5.9,12.9,53,"Clinical Anxiety, Burnout, Time Management, Sedentary Lifestyle",0.865
usr_06129,Corporate,23,Male,6.6,3.3,10.2,44,"Meeting Fatigue, Burnout, Clinical Anxiety, Manager Toxicity",0.735
usr_06130,Working Woman,35,Female,7.5,4.2,7.4,33,"Imposter Syndrome, Financial Pressure, Sleep Deprivation, Burnout",0.65
usr_06131,Parent,39,Male,4.6,3.3,5.2,73,"Time Management, Invisible Load, Relationship Friction, Chronic Illness, Financial Pressure",0.72
usr_06132,Working Woman,23,Female,5.6,4.6,8.1,46,"Imposter Syndrome, Career-Home Balance, Sleep Deprivation, Burnout",0.749
usr_06133,Corporate,28,Male,6.2,3.1,11.1,11,"Sedentary Lifestyle, Burnout, Clinical Anxiety, Financial Pressure",0.779
usr_06134,Working Woman,33,Female,5.3,4.6,11.9,69,"Invisible Load, Relationship Friction, Imposter Syndrome, Burnout",0.752
usr_06135,Parent,52,Male,6.9,1.5,4.2,6,"Invisible Load, Teen Disconnect, Financial Pressure, Chronic Illness",0.69
usr_06136,Parent,53,Male,6.2,2.8,9.8,53,"Invisible Load, Chronic Illness, Time Management, Teen Disconnect, Career-Home Balance",0.612
usr_06137,Exam Warrior,15,Female,5.4,2.5,12.0,36,"Exam Anxiety, Burnout, Academic Overload, Time Management",0.873
usr_06138,Corporate,35,Male,6.8,4.3,12.1,7,"Manager Toxicity, Sedentary Lifestyle, Financial Pressure, Burnout, Clinical Anxiety",0.966
usr_06139,Teen,17,Female,6.2,11.9,4.1,27,"Depressive Mood, Time Management, Fear of Failure, Social Media, Dietary Neglect",0.707
usr_06140,Corporate,49,Male,6.6,5.3,7.6,12,"Time Management, Sedentary Lifestyle, Burnout, Meeting Fatigue, Clinical Anxiety",0.668
usr_06141,Corporate,29,Male,5.8,7.1,8.8,5,"Financial Pressure, Sedentary Lifestyle, Time Management, Meeting Fatigue",0.466
usr_06142,Working Woman,37,Female,6.8,3.7,10.3,20,"Relationship Friction, Financial Pressure, Sleep Deprivation, Career-Home Balance, Burnout",0.89
usr_06143,Working Woman,27,Female,7.4,3.9,7.9,25,"Career-Home Balance, Financial Pressure, Invisible Load, Sleep Deprivation, Relationship Friction",0.725
usr_06144,Parent,37,Female,5.9,1.3,7.3,45,"Time Management, Relationship Friction, Financial Pressure, Teen Disconnect",0.549
usr_06145,Teen,17,Non-binary,6.8,9.3,5.4,5,"Depressive Mood, Dietary Neglect, Fear of Failure, Academic Overload",0.727
usr_06146,Exam Warrior,19,Female,6.6,4.9,10.6,67,"Imposter Syndrome, Fear of Failure, Academic Overload, Time Management",0.591
usr_06147,Corporate,53,Female,4.5,5.0,9.5,33,"Time Management, Meeting Fatigue, Burnout, Clinical Anxiety, Financial Pressure",0.881
usr_06148,Exam Warrior,16,Male,5.0,2.7,10.9,49,"Imposter Syndrome, Time Management, Exam Anxiety, Fear of Failure",0.751
usr_06149,Exam Warrior,15,Male,5.2,3.1,12.8,62,"Time Management, Academic Overload, Sleep Deprivation, Imposter Syndrome",0.758
usr_06150,Teen,16,Female,7.8,6.0,3.7,32,"Social Media, Depressive Mood, Fear of Failure, Time Management, Peer Pressure",0.642
usr_06151,Parent,39,Male,6.6,1.6,7.4,4,"Relationship Friction, Invisible Load, Teen Disconnect, Career-Home Balance",0.691
usr_06152,Teen,18,Male,6.8,6.8,4.5,65,"Academic Overload, Fear of Failure, Time Management, Social Media, Peer Pressure",0.519
usr_06153,Corporate,41,Female,6.6,5.6,10.6,40,"Sedentary Lifestyle, Clinical Anxiety, Time Management, Financial Pressure, Manager Toxicity",0.711
usr_06154,Corporate,26,Male,5.1,6.3,5.7,42,"Clinical Anxiety, Sedentary Lifestyle, Meeting Fatigue, Time Management",0.605
usr_06155,Exam Warrior,18,Female,5.6,3.0,13.1,73,"Exam Anxiety, Academic Overload, Burnout, Sleep Deprivation",0.891
usr_06156,Corporate,46,Male,5.4,10.2,11.7,3,"Burnout, Meeting Fatigue, Sedentary Lifestyle, Financial Pressure, Manager Toxicity",0.957
usr_06157,Working Woman,26,Female,6.6,2.0,8.5,7,"Imposter Syndrome, Career-Home Balance, Invisible Load, Financial Pressure",0.649
usr_06158,Corporate,31,Male,7.2,7.9,13.0,4,"Manager Toxicity, Sedentary Lifestyle, Clinical Anxiety, Burnout, Meeting Fatigue",0.983
usr_06159,Working Woman,31,Female,5.6,2.7,9.2,97,"Career-Home Balance, Imposter Syndrome, Financial Pressure, Sleep Deprivation",0.572
usr_06160,Working Woman,32,Female,6.5,3.7,7.0,85,"Imposter Syndrome, Career-Home Balance, Sleep Deprivation, Burnout, Relationship Friction",0.742
usr_06161,Corporate,22,Male,6.4,5.2,10.8,64,"Time Management, Manager Toxicity, Burnout, Financial Pressure, Sedentary Lifestyle",0.718
usr_06162,Working Woman,44,Female,6.0,4.7,7.5,59,"Burnout, Sleep Deprivation, Financial Pressure, Relationship Friction, Invisible Load",0.768
usr_06163,Working Woman,40,Female,5.6,0.9,8.4,51,"Relationship Friction, Burnout, Invisible Load, Imposter Syndrome",0.663
usr_06164,Corporate,22,Male,6.0,4.6,14.2,14,"Sedentary Lifestyle, Time Management, Manager Toxicity, Burnout, Financial Pressure",0.967
usr_06165,Teen,13,Female,7.1,6.9,5.2,31,"Fear of Failure, Depressive Mood, Social Media, Peer Pressure",0.636
usr_06166,Parent,44,Female,4.9,3.8,9.4,70,"Invisible Load, Career-Home Balance, Time Management, Chronic Illness, Teen Disconnect",0.727
usr_06167,Corporate,48,Male,7.1,5.9,10.3,30,"Meeting Fatigue, Clinical Anxiety, Sedentary Lifestyle, Burnout",0.664
usr_06168,Corporate,56,Female,6.1,4.7,7.0,50,"Financial Pressure, Sedentary Lifestyle, Clinical Anxiety, Manager Toxicity",0.634
usr_06169,Corporate,40,Male,6.5,6.0,12.3,8,"Time Management, Financial Pressure, Clinical Anxiety, Manager Toxicity, Meeting Fatigue",0.839
usr_06170,Parent,37,Female,6.6,2.1,7.5,7,"Financial Pressure, Career-Home Balance, Relationship Friction, Teen Disconnect, Invisible Load",0.707
usr_06171,Teen,17,Male,8.8,8.5,3.5,34,"Social Media, Peer Pressure, Fear of Failure, Depressive Mood",0.617
usr_06172,Exam Warrior,17,Male,7.0,3.9,8.8,84,"Time Management, Imposter Syndrome, Exam Anxiety, Sleep Deprivation",0.588
usr_06173,Teen,14,Male,6.3,7.7,4.2,24,"Time Management, Social Media, Fear of Failure, Peer Pressure",0.505
usr_06174,Corporate,42,Female,6.9,4.6,10.7,98,"Manager Toxicity, Sedentary Lifestyle, Meeting Fatigue, Clinical Anxiety, Burnout",0.763
usr_06175,Parent,33,Male,5.6,4.1,10.0,45,"Time Management, Invisible Load, Career-Home Balance, Teen Disconnect, Financial Pressure",0.65
usr_06176,Corporate,48,Male,5.9,3.8,10.0,43,"Meeting Fatigue, Clinical Anxiety, Time Management, Sedentary Lifestyle, Burnout",0.687
usr_06177,Teen,15,Female,5.9,6.7,4.4,97,"Depressive Mood, Peer Pressure, Fear of Failure, Social Media, Time Management",0.559
usr_06178,Corporate,42,Male,7.3,3.3,10.3,90,"Manager Toxicity, Clinical Anxiety, Meeting Fatigue, Financial Pressure, Time Management",0.64
usr_06179,Corporate,50,Female,5.5,4.1,9.7,90,"Financial Pressure, Time Management, Burnout, Sedentary Lifestyle, Clinical Anxiety",0.656
usr_06180,Teen,16,Male,8.1,5.6,3.4,51,"Peer Pressure, Social Media, Dietary Neglect, Time Management",0.361
usr_06181,Exam Warrior,15,Male,4.9,4.5,10.1,46,"Exam Anxiety, Burnout, Academic Overload, Sleep Deprivation, Fear of Failure",1.0
usr_06182,Exam Warrior,18,Female,5.5,3.8,9.0,93,"Fear of Failure, Burnout, Exam Anxiety, Imposter Syndrome",0.727
usr_06183,Parent,46,Male,5.2,2.8,7.8,21,"Invisible Load, Career-Home Balance, Teen Disconnect, Financial Pressure",0.718
usr_06184,Working Woman,39,Female,5.9,6.3,6.2,72,"Imposter Syndrome, Invisible Load, Burnout, Financial Pressure",0.667
usr_06185,Exam Warrior,16,Female,4.5,3.4,12.1,11,"Exam Anxiety, Imposter Syndrome, Sleep Deprivation, Time Management, Academic Overload",1.0
usr_06186,Parent,38,Male,7.9,4.5,6.6,50,"Chronic Illness, Financial Pressure, Relationship Friction, Career-Home Balance",0.655
usr_06187,Teen,14,Male,7.3,6.3,3.9,46,"Academic Overload, Depressive Mood, Time Management, Social Media, Fear of Failure",0.59
usr_06188,Teen,14,Male,7.6,11.0,4.5,26,"Dietary Neglect, Peer Pressure, Academic Overload, Social Media, Depressive Mood",0.672
usr_06189,Parent,38,Female,6.0,2.0,11.9,57,"Relationship Friction, Invisible Load, Chronic Illness, Career-Home Balance",0.755
usr_06190,Corporate,53,Female,5.5,4.4,10.9,66,"Meeting Fatigue, Clinical Anxiety, Manager Toxicity, Burnout, Time Management",0.732
usr_06191,Exam Warrior,21,Female,5.2,4.4,10.4,73,"Time Management, Burnout, Sleep Deprivation, Fear of Failure",0.779
usr_06192,Working Woman,27,Female,7.9,4.2,9.6,31,"Financial Pressure, Relationship Friction, Burnout, Career-Home Balance, Imposter Syndrome",0.794
usr_06193,Parent,39,Female,5.1,2.3,9.9,47,"Financial Pressure, Relationship Friction, Invisible Load, Time Management",0.652
usr_06194,Teen,17,Male,6.9,5.6,5.2,54,"Fear of Failure, Dietary Neglect, Social Media, Peer Pressure",0.444
usr_06195,Working Woman,36,Female,5.2,4.3,7.0,47,"Relationship Friction, Invisible Load, Financial Pressure, Sleep Deprivation",0.654
usr_06196,Working Woman,25,Female,5.8,3.8,5.9,64,"Burnout, Sleep Deprivation, Relationship Friction, Invisible Load",0.649
usr_06197,Working Woman,39,Female,5.6,4.7,9.1,31,"Relationship Friction, Invisible Load, Financial Pressure, Career-Home Balance, Imposter Syndrome",0.74
usr_06198,Corporate,44,Male,6.9,3.8,11.3,96,"Burnout, Time Management, Clinical Anxiety, Sedentary Lifestyle, Manager Toxicity",0.74
usr_06199,Teen,18,Female,5.5,4.9,6.1,58,"Dietary Neglect, Social Media, Time Management, Depressive Mood, Academic Overload",0.545
usr_06200,Exam Warrior,17,Male,4.9,1.9,11.8,75,"Imposter Syndrome, Burnout, Academic Overload, Fear of Failure",0.844
usr_06201,Exam Warrior,16,Non-binary,6.4,4.2,11.0,41,"Imposter Syndrome, Academic Overload, Time Management, Fear of Failure, Sleep Deprivation",0.795
usr_06202,Working Woman,41,Female,4.8,5.8,10.4,8,"Invisible Load, Career-Home Balance, Imposter Syndrome, Relationship Friction",0.807
usr_06203,Parent,34,Female,7.0,2.8,9.1,86,"Teen Disconnect, Financial Pressure, Invisible Load, Chronic Illness, Relationship Friction",0.618
usr_06204,Working Woman,27,Female,5.7,4.3,7.1,6,"Imposter Syndrome, Invisible Load, Relationship Friction, Sleep Deprivation",0.67
usr_06205,Teen,15,Male,6.4,4.6,4.2,30,"Peer Pressure, Fear of Failure, Social Media, Academic Overload",0.536
usr_06206,Teen,16,Male,7.8,4.6,6.1,46,"Fear of Failure, Dietary Neglect, Academic Overload, Social Media",0.465
usr_06207,Working Woman,22,Female,9.1,4.6,6.8,62,"Burnout, Invisible Load, Financial Pressure, Imposter Syndrome, Sleep Deprivation",0.762
usr_06208,Working Woman,39,Female,7.7,3.8,7.3,69,"Burnout, Invisible Load, Imposter Syndrome, Relationship Friction, Financial Pressure",0.706
usr_06209,Parent,37,Female,7.6,3.0,6.5,90,"Teen Disconnect, Invisible Load, Financial Pressure, Time Management",0.496
usr_06210,Exam Warrior,18,Male,6.3,3.2,11.7,15,"Time Management, Burnout, Academic Overload, Imposter Syndrome, Fear of Failure",0.899
usr_06211,Corporate,52,Female,6.3,7.3,9.6,55,"Manager Toxicity, Clinical Anxiety, Time Management, Meeting Fatigue, Sedentary Lifestyle",0.629
usr_06212,Teen,18,Female,7.9,4.1,6.7,60,"Time Management, Fear of Failure, Social Media, Academic Overload, Depressive Mood",0.563
usr_06213,Working Woman,29,Female,5.7,3.6,6.9,25,"Invisible Load, Career-Home Balance, Sleep Deprivation, Burnout, Financial Pressure",0.824
usr_06214,Working Woman,43,Female,6.5,2.6,8.4,66,"Financial Pressure, Sleep Deprivation, Relationship Friction, Burnout, Invisible Load",0.7
usr_06215,Teen,14,Male,7.1,8.4,5.9,82,"Peer Pressure, Time Management, Social Media, Dietary Neglect",0.357
usr_06216,Exam Warrior,21,Male,6.1,3.6,11.7,95,"Imposter Syndrome, Sleep Deprivation, Burnout, Exam Anxiety, Academic Overload",0.779
usr_06217,Teen,13,Female,7.7,5.7,4.7,10,"Fear of Failure, Social Media, Depressive Mood, Academic Overload, Time Management",0.625
usr_06218,Exam Warrior,17,Male,5.7,2.8,11.7,36,"Fear of Failure, Academic Overload, Imposter Syndrome, Burnout",0.871
